3.87,2.42,3.1,6.58,4.94,4.06,5.67,2.9,2.9,8.71,7.74,5.81,2.9,4.84,3.87,2.9,5.81,3.87,0,0,0,3.87,2.9,7.74,6.58,4.55,2.16,3.87,4.84,1.16,0,3.87
3.45,2.16,2.76,5.87,4.4,3.63,5.06,2.59,2.59,7.77,6.91,5.18,2.59,4.32,3.45,2.59,5.18,3.45,8.63,0,0,3.45,2.59,6.91,5.87,4.06,1.93,3.45,4.32,1.04,0,3.45
4.19,2.62,3.35,7.12,5.34,4.4,0,4.19,3.14,9.42,8.37,6.28,3.14,5.23,4.19,3.14,6.28,4.19,10.47,0,0,4.19,3.14,8.37,7.12,4.92,2.33,4.19,5.23,1.26,0,4.81
4.4,2.75,3.52,7.47,5.61,4.62,0,4.4,3.3,9.89,8.79,6.6,3.3,5.5,4.4,3.3,6.6,4.4,10.99,0,0,4.4,3.3,8.79,6.6,5.17,2.45,4.4,5.5,1.32,0,5.06
4.06,2.54,3.25,6.9,5.17,4.26,0,4.06,3.04,9.13,8.12,6.09,3.04,5.07,4.06,3.04,6.09,4.06,10.14,0,0,4.06,3.04,8.12,6.09,4.77,2.26,4.06,5.07,1.22,0,4.67
3.96,2.48,3.17,6.73,5.05,4.16,0,3.96,2.97,8.91,7.92,5.94,2.97,4.95,3.96,2.97,5.94,3.96,9.9,0,0,3.96,2.97,6.93,5.94,4.65,2.21,3.96,4.95,1.19,0,4.55
3.1,1.94,2.48,5.28,3.96,3.26,0,3.1,2.33,6.98,6.21,4.66,2.33,3.88,3.1,2.33,3.88,3.1,7.76,0,0,3.1,2.33,5.43,4.66,3.65,1.73,3.1,3.88,0.85,0,3.57
3.53,2.21,2.82,6,4.5,3.71,0,3.53,2.65,7.94,7.06,5.29,2.65,4.41,3.53,2.65,4.41,3.53,8.82,0,0,3.53,2.65,6.18,5.29,4.15,1.97,3.53,4.41,0.97,0,4.06
3.67,2.29,2.94,6.24,4.68,3.85,0,3.67,2.75,8.26,7.34,5.5,2.75,4.59,3.67,2.75,4.59,3.67,9.17,0,0,3.67,2.75,6.42,5.5,4.31,2.05,3.67,4.59,1.01,0,4.22
3.7,2.31,2.96,6.29,4.72,3.88,0,3.7,2.77,8.32,6.47,5.55,2.77,4.62,3.7,2.77,4.62,3.7,9.25,0,0,3.7,2.77,6.47,5.55,7.21,2.06,3.7,4.62,1.02,0,4.25
3.51,2.19,2.81,5.96,4.47,3.68,0,3.51,2.63,7.89,6.14,0,0.88,4.39,3.51,2.63,0,3.51,8.77,0,0,3.51,2.63,6.14,5.26,6.84,1.96,3.51,4.39,0.96,0,4.04
3.28,2.05,2.62,5.57,4.18,3.44,0,3.28,2.46,7.37,5.74,0,2.46,4.1,3.28,2.46,4.1,3.28,8.19,0,0,3.28,2.46,5.74,4.92,6.39,1.83,3.28,4.1,0.9,0,3.77
3.65,2.28,3.1,6.2,4.65,3.83,0,3.65,2.74,8.21,6.39,5.47,2.74,4.56,3.65,2.74,4.56,3.65,9.12,0,0,3.65,2.74,6.39,5.47,7.12,2.03,3.65,4.56,1,0,4.2
3.98,2.49,3.38,6.77,5.08,4.18,0,3.98,2.99,8.96,6.97,4.98,2.99,4.98,3.98,2.99,4.98,3.98,7.96,0,0,3.98,2.99,6.97,5.97,7.76,2.22,3.98,4.98,1.09,0,4.58
3.96,2.47,3.37,6.73,5.05,4.16,0,3.96,2.97,8.91,6.93,4.95,2.97,5.94,3.96,2.97,4.95,3.96,7.92,0,0,3.96,2.97,6.93,5.94,7.72,2.21,3.96,4.95,1.09,0,4.55
3.61,2.25,3.07,6.13,4.6,3.79,0,3.61,2.71,6.31,6.31,4.51,2.71,5.41,3.61,2.71,4.51,3.61,7.21,0,0,3.61,2.71,6.31,5.41,7.03,2.01,3.61,4.51,0.99,0,4.15
3.85,2.41,3.27,6.55,4.91,4.02,0,3.85,2.89,6.74,6.74,4.81,2.89,5.78,3.85,2.89,4.81,3.85,7.7,4.81,4.81,3.85,2.89,6.74,5.78,7.51,2.15,3.85,4.81,1.06,0,4.43
3.8,2.38,3.23,4.37,4.85,3.99,0,3.8,2.85,6.66,6.66,4.75,2.85,5.71,3.8,2.85,4.75,3.8,7.61,4.75,4.75,3.8,2.85,6.66,5.71,7.42,2.66,3.8,4.75,1.05,0,4.37
3.64,2.27,3.09,4.18,4.64,3.82,0,3.64,2.73,6.37,6.37,4.55,2.73,5.46,3.64,2.73,4.55,3.64,7.28,6.55,6.55,3.64,2.73,6.37,5.46,7.09,2.55,3.64,4.55,1,0,4.18
0,2.31,3.14,4.25,4.72,3.88,0,3.7,2.77,6.47,6.47,4.62,2.77,5.55,3.7,2.77,4.62,3.7,7.4,6.66,6.66,3.7,2.77,6.47,5.55,7.21,2.59,3.7,4.62,1.02,0,4.25
3.65,2.28,3.1,4.19,4.65,3.83,0,3.65,2.74,6.38,6.38,4.56,2.74,5.47,3.65,2.74,4.56,3.65,7.29,6.56,6.56,3.65,2.74,6.38,5.47,7.11,2.55,3.65,4.56,1,0,4.19
3.36,2.1,2.85,3.86,4.28,3.53,0,3.36,2.52,5.88,5.88,4.2,2.52,5.04,3.36,2.52,4.2,3.36,6.72,6.05,6.05,3.36,2.52,5.88,5.04,6.55,2.35,3.36,4.2,0.92,0,3.86
3.47,2.17,2.95,3.99,4.43,4.17,0,3.47,2.6,6.08,6.08,4.34,2.6,5.21,3.47,2.6,4.34,3.47,6.95,0,0,3.47,3.56,6.08,5.21,6.77,2.43,3.47,4.34,0.96,0,2.78
3.7,2.31,3.15,4.26,4.72,4.44,0,3.7,2.78,6.48,6.48,4.63,2.78,5.56,3.7,2.78,4.63,3.7,7.41,6.67,6.67,3.7,3.8,6.48,5.56,7.22,2.59,3.7,4.63,1.02,0,2.96
3.87,2.42,3.29,4.45,4.94,4.65,0,3.87,2.9,6.77,6.77,4.84,2.9,5.81,3.87,2.9,4.84,3.87,0,6.97,6.97,3.87,3.97,6.48,5.81,7.55,2.71,3.87,4.84,1.06,0,3.1
3.48,2.18,2.96,4.01,4.44,4.18,0,3.48,2.61,6.1,6.1,4.36,2.61,5.23,3.48,2.61,4.36,3.48,0,0,0,3.48,3.57,5.84,5.23,6.79,2.44,3.48,4.36,0.96,0,2.79
3.65,2.28,3.11,4.2,4.66,4.39,0,3.65,2.74,6.4,6.4,4.57,2.74,4.57,3.65,2.74,4.57,3.65,7.31,6.58,6.58,3.65,3.75,6.12,6.12,7.13,2.56,3.65,4.57,1.01,0,2.92
3.94,2.46,3.35,4.53,5.02,4.72,0,3.94,2.95,6.89,6.89,4.92,2.95,4.92,3.94,2.95,4.92,3.94,7.87,7.09,7.09,3.94,4.04,6.59,6.59,7.68,2.76,3.94,4.92,1.08,0,3.15
3.96,2.47,3.36,4.55,5.05,4.75,0,3.96,2.97,6.93,6.93,4.95,2.97,4.95,3.96,2.97,4.95,3.96,7.92,7.13,7.13,3.96,4.06,6.63,6.63,7.72,2.57,3.96,4.95,1.09,0,3.17
3.91,2.44,3.32,4.49,4.98,4.69,0,3.91,2.93,6.84,6.84,4.88,2.93,4.88,3.91,2.93,4.88,3.91,7.82,7.03,7.03,3.91,4.01,6.55,6.55,7.62,2.54,3.91,4.88,1.07,0,3.13
3.79,2.37,3.22,4.36,4.83,4.55,5.69,3.79,2.84,6.63,6.63,4.74,2.84,4.74,3.79,2.84,4.74,3.79,7.58,6.82,6.82,3.79,3.88,6.35,6.35,7.39,2.46,3.79,4.74,1.04,0,3.03
3.22,2.01,2.74,3.7,4.11,3.87,4.83,3.22,2.42,5.64,5.64,4.03,2.42,4.03,3.22,2.42,4.03,3.22,6.44,0,0,3.22,3.3,5.4,5.4,6.28,2.09,3.22,4.03,0.89,0,2.58
3.82,2.39,3.25,4.39,4.87,4.58,5.73,3.82,2.86,6.68,6.68,4.77,2.86,4.77,3.82,2.86,5.54,3.82,7.64,0,0,3.82,3.91,6.4,6.4,7.45,2.48,2.86,4.77,1.81,0,3.05
3.94,2.46,3.35,4.53,5.03,4.73,5.91,3.94,2.96,6.9,6.9,4.93,2.96,4.93,3.94,2.96,5.72,3.94,7.88,0,0,3.94,4.04,6.6,6.6,7.69,2.56,2.96,4.93,1.87,0,3.15
4.21,2.63,3.58,4.84,5.36,5.05,6.31,4.21,3.15,7.36,7.36,5.26,3.15,5.26,4.21,3.15,6.1,4.21,8.41,3.79,3.79,4.21,4.31,7.05,7.05,8.2,2.73,3.15,5.26,2,0,3.37
4.01,2.5,3.41,4.61,5.11,4.81,6.01,4.01,3.01,7.01,7.01,5.01,3.01,5.01,4.01,3.01,5.81,4.01,8.02,3.31,3.31,4.01,4.11,6.71,6.71,7.81,2.6,3.01,5.01,1.9,0,3.21
3.69,2.31,3.14,4.25,4.71,4.43,5.54,3.69,2.77,6.46,6.46,4.62,0,4.62,0,2.77,5.36,3.69,7.39,0,0,3.69,3.79,6.19,6.19,7.2,2.4,2.77,4.62,1.75,0,2.95
3.18,1.99,2.7,3.66,3.18,3.82,4.77,3.18,2.38,5.56,5.56,3.97,2.38,3.97,3.18,2.38,4.61,3.18,6.36,5.72,5.72,3.18,3.26,5.33,5.33,3.97,2.07,2.38,3.97,1.51,0,2.54
3.81,1.91,3.24,4.38,3.81,4.57,5.72,3.81,2.86,6.67,6.67,4.76,2.86,4.76,3.81,2.86,5.53,3.81,7.62,6.86,6.86,3.81,3.91,6.38,6.38,4.76,2.48,2.86,5.34,1.81,0,3.05
3.84,1.92,3.27,4.42,3.84,4.61,5.76,3.84,2.88,6.72,6.72,4.8,2.88,4.8,3.84,2.88,5.57,3.84,7.68,6.91,6.91,3.84,3.94,6.43,6.43,4.8,2.5,2.88,5.38,1.82,0,3.07
3.8,1.9,3.23,4.37,3.8,4.56,5.7,3.8,2.85,6.64,4.75,4.75,2.85,4.75,3.8,2.85,5.51,3.8,7.59,4.75,4.75,3.8,3.89,6.36,6.36,4.75,2.47,2.85,5.32,1.8,0,3.04
3.73,1.87,3.17,4.29,3.73,4.48,5.6,3.73,2.8,6.53,4.67,4.67,2.8,4.67,3.73,2.8,5.41,3.73,5.32,4.67,4.67,3.73,3.83,6.25,6.25,4.67,2.43,2.8,5.23,1.77,0,2.99
0,1.3,2.22,3,2.61,3.13,3.91,2.61,1.96,4.56,3.26,3.26,0,3.26,2.61,1.96,0,2.61,3.72,3.26,3.26,2.61,2.67,4.37,4.37,3.26,1.69,1.96,3.65,1.24,0,2.09
0,1.8,3.07,4.15,3.61,4.33,5.41,3.61,2.71,6.31,4.51,4.51,0,4.51,3.61,2.71,5.23,3.61,5.14,4.51,4.51,3.61,3.7,6.04,6.04,4.51,2.34,2.71,5.05,1.71,0,2.89
3.88,1.94,3.3,4.46,3.88,4.65,5.82,3.88,2.91,6.78,4.85,4.85,2.91,4.85,3.88,2.91,5.62,3.88,5.52,0,0,3.88,3.97,6.49,6.49,4.85,2.52,2.91,5.43,1.84,0,3.1
3.91,1.96,3.32,4.5,3.91,4.69,5.87,3.91,2.93,6.85,4.89,4.89,2.93,4.89,3.91,2.93,5.67,3.91,5.57,4.89,4.89,3.91,4.01,6.55,6.55,4.89,2.54,2.93,5.48,1.86,0,3.13
3.83,1.91,3.25,4.4,3.83,4.59,5.74,3.83,2.87,6.7,4.78,4.78,0,4.78,3.83,2.87,5.55,3.83,5.45,4.78,4.78,3.83,3.92,6.41,6.41,4.78,2.49,2.87,5.36,1.82,0,3.06
3.48,1.74,2.96,4,3.48,4.18,5.22,3.48,2.61,6.09,4.35,4.35,0,4.35,3.48,2.61,5.05,3.48,4.96,4.35,4.35,3.48,3.57,5.83,5.83,4.35,0,2.61,4.87,1.65,0,2.78
3.4,0,0,3.91,0,4.08,5.1,3.4,2.55,5.95,4.25,4.25,0,4.25,3.4,2.55,4.93,3.4,4.85,4.25,4.25,3.4,3.49,5.7,5.7,4.25,0,2.55,4.76,1.62,0,2.72
4.29,2.14,3.64,4.93,4.29,5.14,6.43,4.29,3.21,7.5,5.36,5.36,3.21,5.36,4.29,3.21,6.21,4.29,6.11,5.36,5.36,4.29,4.39,7.18,7.18,5.36,2.79,3.21,6,2.04,0,3.43
4.4,2.2,3.74,5.06,4.4,5.28,6.6,4.4,3.3,7.7,5.5,5.5,3.3,5.5,4.4,3.3,6.38,4.4,6.05,5.5,5.5,4.4,4.51,7.37,7.37,5.5,2.86,3.3,6.16,2.09,0,3.52
4.37,2.19,3.72,5.03,4.37,5.25,6.56,4.37,3.28,7.65,5.47,5.47,3.28,5.47,4.37,3.28,6.34,4.37,6.01,5.47,5.47,4.37,4.48,7.33,7.33,5.47,2.84,3.28,6.12,2.08,0,3.5
0,1.44,2.45,3.32,2.89,3.47,4.33,2.89,2.17,5.05,3.61,3.61,0,3.61,0,2.17,0,2.89,3.97,3.61,3.61,2.89,2.96,4.84,4.84,3.61,1.88,2.17,4.04,1.37,0,2.31
4.21,2.11,3.58,4.85,4.21,5.06,6.32,4.21,3.16,7.37,5.27,5.27,3.16,5.27,4.21,3.16,6.11,4.21,5.79,5.27,5.27,4.21,4.32,7.06,7.06,5.27,2.74,3.16,5.9,2,0,3.37
4.23,2.12,3.6,4.87,4.23,5.08,6.35,4.23,3.18,7.41,5.29,5.29,3.18,5.29,4.23,3.18,6.14,4.23,5.82,5.29,5.29,4.23,4.34,7.09,7.09,5.29,2.75,3.18,5.93,2.01,0,3.39
3.9,1.95,3.32,4.49,3.9,4.69,5.86,3.9,2.93,6.83,4.88,4.88,2.93,4.88,3.9,2.93,5.66,3.9,5.37,4.88,4.88,3.9,4,6.54,6.54,4.88,2.54,2.93,5.47,1.85,0,3.61
4.12,2.06,3.5,4.74,4.12,4.95,6.18,4.12,3.09,7.21,5.15,5.15,3.09,5.15,4.12,3.09,5.98,4.12,5.67,5.15,5.15,4.12,4.22,6.9,6.9,5.15,2.68,3.09,5.77,1.96,0,3.81
4.09,2.05,3.48,4.71,4.09,4.91,6.14,4.09,3.07,7.16,5.12,5.12,3.07,4.09,4.09,3.07,5.93,4.09,5.63,5.12,5.12,4.09,4.19,6.85,6.85,5.12,2.66,3.07,5.73,1.94,0,3.79
4.3,2.15,3.65,4.94,4.3,5.15,6.44,4.3,3.22,7.52,5.37,5.37,3.22,4.3,4.3,3.22,6.23,4.3,5.91,5.37,5.37,4.3,4.4,7.19,7.19,5.37,2.79,3.22,6.01,2.04,0,3.97
3.95,1.97,3.36,4.54,3.95,4.74,5.92,3.95,2.96,6.91,4.93,4.93,2.96,3.95,3.95,2.96,4.93,3.95,5.43,4.93,4.93,3.95,4.05,6.61,6.61,4.93,2.57,2.96,5.53,1.87,0,3.65
3.84,1.92,3.26,4.41,3.84,4.6,5.75,3.84,2.88,6.71,4.79,4.79,2.88,3.84,3.84,1.92,4.79,3.84,5.27,4.79,4.79,3.84,3.93,6.43,6.43,4.79,2.49,2.88,5.37,1.73,0,3.55
3.66,1.83,3.11,4.21,0,4.39,5.49,3.66,2.75,6.41,4.58,4.58,2.75,3.66,3.66,1.83,4.58,3.66,5.03,4.58,4.58,3.66,3.75,6.13,6.13,4.58,2.38,2.75,5.12,1.65,0,3.39
3.94,1.97,3.35,4.54,3.94,4.73,5.92,3.94,2.96,6.9,4.93,4.93,2.96,3.94,3.94,1.97,4.93,3.94,5.42,4.93,4.93,3.94,4.04,6.61,6.61,4.93,2.56,2.96,5.52,1.77,0,3.65
3.85,1.93,3.27,4.43,3.85,4.62,5.78,3.85,2.89,6.74,4.81,4.81,2.89,3.85,3.85,1.93,4.81,3.85,5.3,4.81,4.81,3.85,3.95,6.45,6.45,4.81,2.5,2.89,5.39,1.73,0,3.56
3.65,1.83,3.1,4.2,3.65,4.38,5.48,3.65,2.74,6.39,4.57,4.57,2.74,3.65,3.65,1.83,4.57,3.65,5.02,4.57,4.57,3.65,3.74,6.12,6.12,4.57,2.37,2.74,4.11,1.64,0,3.38
3.63,1.82,3.09,4.18,3.63,4.36,5.45,3.63,2.72,6.36,4.54,4.54,2.72,3.63,3.63,1.82,4.54,3.63,4.99,4.54,4.54,3.63,3.72,6.08,6.08,4.54,2.36,2.72,4.09,1.63,0,3.36
3.77,1.89,3.21,4.34,3.77,4.53,5.66,3.77,2.83,6.6,4.72,4.72,2.83,3.77,3.77,1.89,4.72,3.77,5.19,4.9,4.9,3.77,3.87,6.32,6.32,4.72,2.45,2.83,4.24,1.7,0,3.49
3.85,1.92,3.27,4.43,3.85,4.62,5.77,3.85,2.89,6.74,4.81,4.81,2.89,3.85,3.85,1.92,4.81,3.85,5.29,5,5,3.85,3.95,6.45,5.77,4.81,2.5,2.89,4.33,1.73,0,3.56
4.14,2.07,3.52,4.76,4.14,4.96,6.2,4.14,3.1,7.24,5.17,5.17,3.1,4.14,4.14,2.07,5.17,4.14,5.69,5.38,5.38,4.14,4.24,6.93,6.2,5.17,2.69,3.1,4.65,1.86,0,3.83
4.35,2.18,3.92,5,4.35,5.22,6.53,4.35,3.26,7.61,5.44,5.44,3.26,4.35,4.35,2.18,5.44,4.35,5.98,5.66,5.66,4.35,4.46,7.29,6.53,5.44,10.88,3.26,4.89,1.96,0,4.02
3.94,1.97,3.54,3.44,0,4.72,5.9,3.94,2.95,6.89,4.92,4.92,2.95,3.94,3.94,1.97,4.92,3.94,5.41,5.12,5.12,3.94,4.03,6.59,5.9,4.92,9.84,2.95,4.43,1.77,0,3.64
3.71,1.85,3.34,3.24,3.71,4.45,5.56,3.71,2.78,6.49,4.63,4.63,2.78,3.71,3.71,1.85,4.63,3.71,5.1,4.82,4.82,3.71,3.8,6.21,5.56,4.63,9.27,2.78,4.17,1.67,0,3.43
3.7,1.85,3.33,3.24,3.7,4.44,5.55,3.7,2.78,6.48,4.63,5.18,2.78,3.7,3.7,1.85,4.63,3.7,5.09,4.81,4.81,3.7,3.98,6.2,5.55,4.63,9.25,2.78,4.16,1.67,0,3.42
3.07,1.71,3.07,2.98,3.41,3.24,5.12,3.41,2.56,5.97,4.26,4.77,1.71,3.41,3.41,1.71,4.26,3.41,4.69,4.43,4.43,3.41,3.67,5.71,5.12,4.26,8.53,2.56,3.84,1.53,0,3.15
3.24,1.8,3.24,3.15,3.61,3.43,5.41,3.61,2.7,6.31,4.51,5.05,2.7,3.61,3.61,1.8,4.51,3.61,4.96,4.69,4.69,3.61,3.88,6.04,5.41,4.51,9.01,2.7,4.06,1.62,0,3.33
3.51,2.05,3.51,3.41,3.9,3.71,5.85,3.9,2.93,6.83,4.88,5.46,2.93,3.9,3.9,1.95,4.88,3.9,5.37,5.07,5.07,3.9,4.19,6.54,5.85,4.88,9.76,2.93,4.39,1.76,0,3.61
3.49,2.04,3.49,3.39,4.75,3.68,5.81,3.88,2.91,6.78,4.85,5.43,2.91,3.88,3.88,1.94,4.85,3.88,5.33,5.04,5.04,3.88,4.17,6.49,5.81,4.85,9.69,2.91,4.36,1.74,0,3.59
3.53,2.06,3.53,3.44,4.81,3.73,5.89,3.93,2.94,6.87,4.91,5.5,2.94,3.93,3.93,1.96,4.91,3.93,5.4,5.1,5.1,3.93,4.22,6.58,5.89,4.91,9.81,2.94,4.42,1.77,0,3.63
3.36,1.96,3.36,3.27,4.58,3.55,5.6,3.73,2.8,6.54,4.67,5.23,2.8,3.73,3.73,1.87,4.67,3.73,5.14,4.86,4.86,3.73,4.02,6.26,5.6,4.67,9.34,2.8,4.2,1.68,0,3.45
3.13,1.82,3.13,3.04,4.25,3.3,5.21,3.47,2.6,6.08,4.34,4.86,2.6,3.47,3.47,1.74,4.34,3.47,4.78,4.52,4.52,3.47,3.73,5.82,5.21,4.34,8.68,2.6,3.91,1.56,0,3.21
3.71,2.16,3.71,3.6,5.05,3.91,6.18,4.12,3.09,7.21,5.15,5.77,3.09,4.12,4.12,2.06,5.15,4.12,5.66,5.36,5.36,4.12,3.71,6.9,6.18,5.15,10.3,3.09,4.63,1.85,0,3.81
3.43,2,3.43,3.34,4.67,3.62,5.72,3.81,2.86,6.67,4.77,5.34,2.86,3.81,3.81,1.91,4.77,3.81,5.24,4.96,4.96,3.81,3.43,6.39,5.72,4.77,9.53,2.86,4.29,1.72,0,3.53
3.32,1.94,3.32,3.23,4.52,3.5,5.53,3.69,2.77,6.45,4.61,5.16,2.77,3.69,3.69,1.84,4.61,2.77,5.07,4.79,4.79,3.69,3.32,6.18,5.53,4.61,9.22,2.77,4.15,1.66,0,3.32
3.25,1.89,3.25,3.16,4.42,3.43,5.41,3.61,2.7,6.31,4.51,5.05,2.7,3.61,3.61,1.8,4.51,2.7,4.96,4.69,4.69,3.61,3.25,6.04,5.41,4.51,9.01,2.7,4.06,1.62,0,3.25
3.54,2.06,3.54,3.44,4.82,3.74,5.9,3.93,2.95,6.88,4.92,5.51,2.95,3.93,3.93,1.97,4.92,2.95,5.41,5.11,5.11,3.93,3.54,6.59,5.9,4.92,9.83,2.95,4.42,1.77,0,3.54
3.61,2.1,3.61,3.51,4.91,3.81,6.01,4.01,3.01,7.01,5.01,5.61,3.01,4.01,4.01,2,5.01,3.01,5.51,5.21,5.21,4.01,3.61,6.71,6.01,5.01,10.02,3.01,4.51,1.8,0,3.61
3.46,2.21,3.46,3.36,4.71,3.65,5.77,3.85,2.88,6.73,4.81,5.38,2.88,2.88,3.85,1.92,4.81,2.88,5.29,5,5,3.85,3.46,6.44,5.77,4.81,9.61,2.88,4.33,1.73,0,3.46
3.52,2.25,3.52,3.42,4.79,3.71,5.86,3.91,2.93,6.84,4.88,5.47,2.93,2.93,3.91,1.95,4.88,2.93,5.37,5.08,5.08,3.91,3.52,6.55,5.86,4.88,9.77,2.93,4.4,1.76,0,3.52
3.62,2.32,3.62,3.52,4.93,3.83,6.04,4.03,3.02,6.04,5.03,5.64,3.02,3.02,4.03,2.01,5.03,3.02,5.54,5.23,5.23,4.03,3.62,6.74,6.04,5.03,10.07,3.02,5.03,1.81,0,3.62
3.8,2.42,3.8,3.69,5.17,4.01,6.33,4.22,3.16,6.33,5.27,5.9,3.16,3.16,4.22,2.11,5.27,3.16,5.8,5.48,5.48,4.22,3.8,7.06,6.33,5.27,10.54,3.16,5.27,1.9,0,3.8
3.71,2.37,3.71,3.61,5.05,3.92,6.19,4.12,3.09,6.19,5.15,5.77,3.09,3.09,4.12,2.06,5.15,3.09,5.67,5.36,5.36,4.12,3.71,6.91,6.19,5.15,10.31,3.09,5.15,1.86,0,3.71
3.48,2.23,3.48,3.68,4.74,3.68,5.8,3.87,2.9,5.8,4.84,5.42,2.9,2.9,3.87,1.93,4.84,2.9,5.32,5.03,5.03,3.87,3.48,6.48,5.8,4.84,9.67,2.9,4.84,1.55,0,3.48
3.36,2.14,3.36,3.54,4.57,3.54,5.59,3.73,2.8,5.59,4.66,5.22,2.8,2.8,3.73,1.86,4.66,2.8,5.13,4.85,4.85,3.73,3.36,6.25,5.59,4.66,9.32,2.8,4.66,1.49,0,3.36
3.48,2.22,3.48,3.67,4.73,3.67,5.8,3.86,2.9,5.8,4.83,5.41,2.9,2.9,3.86,1.93,3.86,2.9,5.31,5.02,5.02,3.86,3.48,6.47,5.8,8.11,9.66,2.9,4.83,1.55,0,3.48
3.5,2.23,3.5,3.69,4.76,3.69,5.83,3.88,2.91,5.83,4.85,5.44,2.91,2.91,3.88,1.94,3.88,2.91,5.34,5.05,5.05,3.88,3.5,6.51,5.83,8.16,9.71,2.91,4.85,1.55,0,3.5
3.5,2.23,3.5,3.69,4.76,3.69,5.83,3.89,2.91,5.83,4.86,5.44,2.91,2.91,3.89,1.94,3.89,2.91,5.34,5.05,5.05,3.89,3.5,6.51,5.83,8.16,9.71,2.91,4.86,1.55,0,3.5
3.73,2.38,3.73,3.93,5.07,3.93,6.21,4.14,3.11,6.21,5.18,5.8,3.11,3.11,3.73,2.07,4.14,3.11,5.69,5.38,5.38,4.14,3.73,6.93,6.21,8.69,10.35,3.11,5.18,1.66,0,3.73
3.3,2.11,3.3,3.48,4.49,3.48,5.5,3.67,2.75,5.5,4.58,5.13,2.75,2.75,3.3,1.83,3.67,2.75,5.04,4.77,4.77,3.67,3.3,6.14,5.5,7.7,9.17,2.75,4.58,1.47,0,3.3
3.39,2.17,3.39,3.58,4.62,3.58,5.65,3.77,2.83,5.65,4.71,5.28,2.83,2.83,3.39,1.88,3.77,2.83,5.18,4.9,4.9,3.77,3.39,6.31,5.65,7.92,9.42,2.83,4.71,1.51,0,3.39
3.36,2.15,3.36,3.55,4.58,3.55,5.61,3.74,2.8,5.61,4.67,5.23,2.8,2.8,3.36,1.87,3.74,2.8,5.14,4.86,4.86,3.74,3.36,6.26,5.61,7.85,9.35,2.8,4.67,1.5,0,3.36
3.4,2.17,3.4,3.58,4.62,3.58,5.66,3.77,2.83,5.66,4.72,0,2.83,2.83,3.4,1.89,3.77,2.83,5.19,4.91,4.91,3.77,3.4,6.32,5.66,7.92,9.43,2.83,4.72,1.51,0,3.4
3.85,2.11,3.3,3.48,4.49,3.48,5.5,3.67,2.75,5.5,4.58,5.13,2.75,2.75,3.3,1.83,3.67,2.75,4.95,4.77,4.77,3.67,3.3,6.14,5.5,7.7,9.17,2.75,0,1.47,0,3.3
